NAME,fulldate,BHRET3,Obs,rMVOP,rMVMP
AutoCyte ,19970905,-6.88,1477,169.692,171.898
Box Hill Systems Corp,19970916,-62.95,1478,274.032,366.509
FARO Technologies ,19970917,-69.31,1479,162.094,219.502
JD Edwards & Company,19970923,-32.86,1480,2918.52,4438.68
DIDAX ,19970924,-58.333,1481,24.5176,22.0658
Asia Electronics Holding Co,19970924,-93.11,1482,104.63,135.758
RADCOM Ltd,19970924,-36.364,1483,125.511,145.328
Pervasive Software ,19970925,-76.559,1484,181.373,199.511
Advantage Learning System ,19970925,187.363,1485,365.155,519.2
NextLink Communications ,19970926,501.075,1486,1137.39,1555.54
Bell Canada International ,19970929,11.247,1487,1716.76,1988.49
Best Software ,19970930,138.889,1488,196.059,220.642
RSL Communications Ltd,19970930,-91.656,1489,263.954,289.509
Power-One ,19970930,904.635,1490,319.53,415.115
Omega Research ,19970930,-77.515,1491,336.146,359.065
Securacom ,19971001,-75.49,1492,68.6312,81.752
SPR ,19971001,-67.827,1493,178.636,209.339
OSI Systems ,19971001,-30.204,1494,178.694,200.269
Cognicase ,19971002,-1.83,1495,184.885,198.788
SCM Microsystems ,19971006,103.094,1496,181.989,267.804
Microcell Telecommunications,19971007,123.7,1497,221.949,233.631
Startec Global Communications,19971009,-63.433,1498,136.983,191.205
Kofax Image Products,19971010,11.798,1499,80.5959,81.548
Concord Communications ,19971015,-63.41,1500,222.94,328.518
N2K ,19971017,-37.629,1501,295.146,376.7
Audio Book Club ,19971022,-73.193,1502,85.1714,83.809
ITC Deltacom,19971023,-22.63,1503,550.941,663.8
MMC Networks ,19971028,326.84,1504,435.437,846.13
Pericom Semiconductor Corp,19971031,480.82,1505,112.403,114.027
Excel Switching Corp,19971104,49.29,1506,947.2,1105.06
Hybrid Networks ,19971112,-53.73,1507,192.365,219.021
SportsLine USA ,19971113,-18.59,1508,150.945,183.964
Hypercom Corp,19971113,-65.21,1509,741.824,741.82
Landmark Systems Corp,19971117,-49.545,1510,105.212,110.923
InterVU ,19971119,452.096,1511,123.157,123.157
CrossZ Software Corp,19971120,-84.896,1512,46.6685,46.6685
PRT Group ,19971120,-95.27,1513,326.771,333.055
RealNetworks ,19971121,237.063,1514,530.905,759.41
Bioanalytical Systems,19971124,-70.74,1515,49.824,51.381
Applied Micro Circuits Corp,19971125,3814.89,1516,219.248,322.02
Nanophase Technologies Corp,19971126,37.5,1517,135.931,135.931
ImageMAX ,19971203,-79.2,1518,90.3309,90.331
MetroNet Communications Corp,19971203,233.42,1519,564.298,619.23
Gilat Communications LTD,19971204,-58.354,1520,106.817,107.571
USWeb Corp,19971205,288.75,1521,316.434,421.912
Focal ,19971211,-87.536,1522,178.052,178.052
Power Integrations ,19971212,281.538,1523,126.963,129.026
FlexiInternational Software,19971212,-95.46,1524,251.074,251.074
CrossKeys Systems Corp,19971216,-90.373,1525,257.87,282.429
Tier Technologies ,19971217,-38,1526,98.171,108.334
Information Advantage Software,19971217,6.701,1527,124.469,125.713
Made2Manage Systems ,19971218,-62.5,1528,52.0142,52.0142
Merge Technologies ,19980129,-81.771,1529,44.9136,44.9136
Mercury Computer Systems ,19980129,896.204,1530,141.169,141.169
VeriSign ,19980129,1163.81,1531,384.521,700.378
Artisan Components ,19980202,-37.66,1532,164.569,295.236
USN Communications,19980203,-96.84,1533,461.893,472.72
Global TeleSystems Group ,19980204,-90.518,1534,1327.75,1813.05
Condor Technology Solutions,19980205,-83.857,1535,178.962,191.902
Visual Networks,19980205,-72.291,1536,290.677,406.948
Jinpan International Ltd,19980206,-75.849,1537,28.0226,28.5831
CDnow ,19980209,-86.397,1538,327.905,450.869
Astropower ,19980212,461.862,1539,65.8574,70.687
"Micromuse, ",19980212,1117.17,1540,240.45,378.207
Advanced Communications Group,19980212,-71.5,1541,374.484,374.48
DoubleClick ,19980220,79.439,1542,355.999,560.18
Genesis Microchip ,19980223,7.204,1543,293.019,361.56
C2I Solutions ,19980224,-83.163,1544,27.7316,28.3324
Extended Systems ,19980304,105.882,1545,90.9721,96.658
ViaGrafix Corp,19980304,-56.075,1546,108.086,111.245
Integrated Sensor Solutions In,19980313,-2.29,1547,75.8264,77.627
LJL Biosystems,19980313,231.25,1548,102.136,102.136
Fundtech Ltd,19980313,-55.37,1549,102.327,136.804
Command Systems ,19980313,-63.532,1550,125.238,142.249
DSET Corp,19980313,-91.121,1551,202.88,254.361
Exodus Communications ,19980318,499.725,1552,366.783,675.61
CyberShop International ,19980323,-98.79,1553,60.2446,81.0985
ISS Group ,19980323,62.35,1554,490.841,900.92
Nanogen ,19980413,-45.13,1555,269.004,275.118
Horizon Medical Products ,19980414,-94.839,1556,252.973,271.466
BrightStar Information,19980416,-97.964,1557,138.895,185.691
Broadcom Corp,19980416,134.551,1558,1398.77,3125.66
Manhattan Associates ,19980423,12.09,1559,474.467,692.09
US LEC Corp,19980423,-80.057,1560,530.538,855.58
Mobius Management Systems ,19980427,-78.038,1561,347.442,437.298
Aspec Technology ,19980428,-97.14,1562,503.928,542.69
First Virtual Corp,19980429,-93.33,1563,266.689,312.846
Brio Technology ,19980430,-54.26,1564,209.602,253.619
Amkor Technology ,19980430,64.429,1565,1238.57,1498.67
Hyperion Telecommunications,19980504,-73.96,1566,990,1075.38
Innotrac Corp,19980506,-50.878,1567,147.204,161.066
Evolving Systems ,19980511,-82.87,1568,210.398,288.396
MGC Communications ,19980511,-81.37,1569,385.287,385.287
Verio ,19980511,344.334,1570,1005.17,1182.61
Ursus Telecom Corporation,19980513,-94.944,1571,25.897,28.454
IBS Interactive ,19980514,-93.846,1572,27.6744,37.4987
American Xtal Technology,19980520,270.603,1573,41.7351,45.6498
Carreker-Antinori ,19980520,54.81,1574,246.29,258.828
COM21 ,19980521,-85.876,1575,290.564,375.312
Atlantic Data Services ,19980522,-80.47,1576,226.236,221.885
SQL Financials International,19980526,-30.508,1577,123.474,104.953
Registry Magic ,19980528,-76.52,1578,55.2686,59.0803
Ultimate Software Group,19980602,-52.15,1579,216.322,216.322
Telesystem International,19980608,-91.558,1580,2122.85,2125.83
Inktomi Corporation,19980609,6.46,1581,504.174,1008.35
Paradigm Geophysical Ltd,19980610,-6.12,1582,54.1803,54.6602
MicroStrategy ,19980610,-64.55,1583,568.142,1000.4
NetGravity ,19980611,268.25,1584,162.624,176.176
Asymetrix Learning Systems ,19980612,-84.091,1585,196.783,196.783
software.net Corp,19980617,-97.811,1586,325.64,479.414
Interplay Entertainment,19980619,-64,1587,136.624,149.044
International Integration ,19980622,249.127,1588,261.156,427.208
SCC Communications Corp,19980624,2.61,1589,170.806,194.007
Allegiance Telecom ,19980630,65.298,1590,1029.24,943.47
Realty Information Group ,19980701,186.26,1591,101.252,103.389
Emultek,19980707,-70.97,1592,103.043,103.043
Point of Sale Ltd,19980710,104.286,1593,105.8,105.8
Broadcast.Com ,19980716,250.421,1594,419.262,1461.59
Actuate Software Corp,19980717,87.093,1595,201.551,343.553
Equant NV,19980720,-56.783,1596,7270.33,11796.79
Interactive Magic,19980722,-98.79,1597,102.432,116.043
Bindview Development,19980724,-80.677,1598,256.68,417.105
Echelon Corp,19980727,257.632,1599,306.514,306.514
Towne Services ,19980730,-96.25,1600,203.621,203.621
Northeast Optic Network ,19980730,-51.845,1601,262.726,229.886
Carrier Access Corporation,19980730,-66.51,1602,376.924,506.492
Cyberian Outpost,19980731,-97.756,1603,540.165,615.19
ICO Global Communications,19980731,-65.479,1604,3410.95,3428
Eclipsys Corp,19980806,47.35,1605,400.804,451.038
Pilot Network Services,19980810,-98.49,1606,265.717,258.694
GeoCities,19980810,163.806,1607,710.446,1559.22
Jenkon International,19980811,-99.718,1608,28.991,32.0641
Digital River ,19980811,-57.57,1609,193.872,225.347
24/7 Media ,19980813,-98.777,1610,295.447,358.757
Terayon Communication Systems,19980818,-32.398,1611,287.42,319.257
eBay ,19980924,492.464,1612,974.96,2566.03
EarthWeb ,19981110,-98.347,1613,150.824,524.545
Network-1 Security Solutions,19981112,-80.19,1614,35.6806,39.0108
theglobe.com inc,19981112,-99.398,1615,124.792,880.478
Exchange Applications ,19981209,-96.708,1616,145.837,201.388
Xoom.com ,19981209,156.99,1617,249.612,614.045
Internet America ,19981210,-97.24,1618,111.382,127.489
AboveNet Communications ,19981210,344.03,1619,227.122,292.638
InfoSpace.com,19981215,-10,1620,411.272,548.36
Concur Technologies ,19981216,-91.538,1621,280.642,437.801
Artificial Life ,19981217,-95.447,1622,107.409,296.955
NVidia Corporation,19990121,1187.93,1623,459.824,754.49
Covad Communications Group ,19990121,-96.847,1624,1109.5,2797.16
Allaire Corp,19990122,-69.143,1625,280.274,613.1
Tut Systems ,19990128,-96.92,1626,264.524,845.007
Smith-Gardner & Associates ,19990129,-82.5,1627,185.226,241.256
Perot Systems Corp,19990201,-59.846,1628,1877.17,5103.56
VIALOG Corp,19990205,23.972,1629,88.9117,59.738
Pacific Internet Pte Ltd,19990205,-94.165,1630,278.908,576.274
VerticalNet ,19990210,-90.699,1631,347.071,984.379
Healtheon Corp,19990210,-78.518,1632,739.037,2898.41
Catapult Communications,19990211,58.39,1633,168.411,218.935
Onyx Software Corp,19990211,-65.428,1634,287.186,520.47
SERENA Software ,19990211,126.496,1635,421.634,490.72
Bottomline Technologies ,19990212,-60.43,1636,173.103,272.57
Qiao Xing Universal Telephone,19990216,-26.203,1637,67.067,73.164
Vignette Corp,19990218,-56.04,1638,669.98,1505.34
WebTrends Corporation,19990219,-33.487,1639,195.435,406.805
Pinnacle Holdings ,19990219,-99.45,1640,562.8,565.21
Intraware ,19990225,-90.77,1641,504.462,595.26
Neon Systems ,19990305,-73.47,1642,169.704,283.519
RoweCom ,19990308,-98.7,1643,206.51,316.219
FlashNet Communications ,19990316,-91.404,1644,305.024,782.836
Multex.com ,19990317,-87.06,1645,396.061,951.395
iVillage ,19990318,-97.017,1646,953.06,3182.03
Cheap Tickets ,19990319,-47.2,1647,420.954,876.99
Autoweb.com,19990322,-99.27,1648,469.094,1340.27
MiningCo.com ,19990324,-53.29,1649,389.002,739.104
OneMain.com ,19990325,-74.41,1650,576.098,1035.93
Autobytel.com ,19990326,-90.68,1651,550.908,964.09
MKS Instruments,19990329,141.95,1652,451.234,453.17
Critical Path ,19990329,-96.721,1653,1097.14,3011.64
Priceline.com ,19990329,-92.468,1654,3052.41,13163.53
PLX Technology ,19990405,-27.751,1655,261.292,352.163
Claimsnet.com ,19990406,-97.879,1656,67,138.188
Rhythms NetConnections,19990406,-99.608,1657,1985.7,6536.73
Optibase Ltd,19990407,-67.72,1658,59.3214,67.7959
Extreme Networks,19990408,-66.218,1659,1090.09,3551.13
US Internetworking ,19990408,-99.135,1660,1093.75,2994.78
Value America ,19990408,-98.698,1661,1338.67,3212.22
Sagent Technology ,19990414,-94.924,1662,285.448,493.508
WorldGate Communications ,19990415,-93.71,1663,581.344,941.22
Proxicom ,19990419,-22.499,1664,416.355,624.53
Internet Financial Services,19990420,-89.55,1665,71.5882,112.496
Aremissoft Corporation,19990422,347.6,1666,89.11,89.11
Log On America ,19990422,-99.286,1667,91.2808,319.483
Launch Media ,19990423,-96.793,1668,354.173,456.88
Net Perceptions ,19990423,-94.53,1669,398.519,848.56
Razorfish ,19990426,-97.902,1670,516.447,1081.31
Informatica Corp,19990428,8.586,1671,307.45,564.554
Mpath Interactive ,19990429,-99.862,1672,512.888,1442.64
Marimba ,19990429,-96.444,1673,609.593,1851.64
AppliedTheory Corporation,19990430,-99.85,1674,438.898,521.19
FlyCast Communications,19990504,311.77,1675,472.585,562.38
MapQuest.com ,19990504,-25.978,1676,646.557,964.66
Silknet Software ,19990505,69.039,1677,301.259,705.548
Destia Communications ,19990505,122.284,1678,416.566,421.98
Portal Software ,19990505,-92.747,1679,1401.97,3743.27
NorthPoint Communications Grp,19990505,-96.506,1680,3892.68,6528.35
Latitude Communications ,19990506,-83.791,1681,298.799,343.867
AdForce ,19990507,140.5,1682,385.297,769.053
Maker Communications ,19990510,158.533,1683,311.592,542.409
TheStreet.com,19990510,-94.1,1684,597.088,1885.54
CareerBuilder ,19990511,-50.47,1685,395.904,487.267
BiznessOnline.com ,19990512,-81.053,1686,92.326,109.683
Copper Mountain Networks ,19990512,-97.861,1687,629.97,2053.1
Intelligent Life Corp,19990513,-93.75,1688,234.142,234.142
Scient Corporation,19990513,-97.719,1689,919.24,1499.74
Alloy Online ,19990514,-30,1690,286.063,381.418
Nextcard ,19990514,-99.582,1691,1170.28,1813.93
Redback Networks ,19990517,-87.393,1692,648.268,2371.11
eToys ,19990519,-99.878,1693,2727.84,10442.16
@plan.inc,19990520,-52.211,1694,205.403,234.747
CAIS Internet ,19990520,-97.7,1695,482.874,562.42
TenFold Corp,19990520,-97.913,1696,771.673,1038.58
Fashionmall.com,19990521,-74.391,1697,130.65,130.65
Brocade Comm Sys ,19990524,240.691,1698,653.94,1557.41
Juno Online Services ,19990525,-94.16,1699,602.784,539.26
Star Media Network ,19990525,-98.523,1700,1068.34,1856.05
Edgar Online ,19990526,-70.248,1701,146.879,147.806
ZipLink ,19990526,-96.72,1702,238.571,210.88
Private Business ,19990526,-85.666,1703,291.745,321.284
Inet Technologies ,19990526,-49.274,1704,957.55,1077.25
SalesLogix Corp,19990527,4.83,1705,216.26,282.339
AudioCodes Ltd,19990528,-60.147,1706,328.581,400.4
iXL Enterprises ,19990603,-98.434,1707,1021.85,1522.13
Online Resources & Commun,19990604,-78.311,1708,203.058,203.928
F5 Networks ,19990604,-19.8,1709,249.602,386.883
Network Access Solutions Corp,19990604,-98.674,1710,719.58,723.18
Wit Capital Group ,19990604,-86.42,1711,852.027,1408.21
High Speed Access Corp,19990604,-94.552,1712,903.09,1415.76
BackWeb Technologies Ltd,19990607,-96.185,1713,150.443,246.827
drkoop.com ,19990608,-98.844,1714,331.831,606.071
Litronic ,19990609,-91.91,1715,143.582,145.279
Phone.com ,19990610,-73.773,1716,654.07,1640.29
onlinetradinginc.com,19990611,-64.557,1717,104.484,147.397
GenesisIntermedia.com ,19990614,108.24,1718,60.4809,60.4809
ESPS ,19990616,-66.206,1719,154.388,137.714
Streamline.com ,19990617,-97.95,1720,238.172,181.725
Mail.com ,19990617,-98.659,1721,300.929,376.161
Viant Corp,19990617,-90.786,1722,438.834,668.67
Student Advantage ,19990618,-97.375,1723,326.928,326.928
Goto.com,19990618,3.017,1724,892.4,1331.46
Netivation.com ,19990622,-98.11,1725,116.044,110.59
Salon.com,19990622,-99,1726,150.985,143.795
Ramp Networks ,19990622,-65.672,1727,295.64,450.179
Ariba ,19990622,-88.285,1728,1400.31,5479.46
Quepasa.com ,19990623,-99.28,1729,221.518,316.217
CyberSource ,19990623,-84.709,1730,317.632,391.554
Software.com ,19990623,669.866,1731,817.507,984.28
Internet.com Corp,19990624,-86.08,1732,438.984,438.98
Juniper Networks,19990624,-58.685,1733,2278.73,6626.74
Persistence Software ,19990625,-96.02,1734,271.924,341.388
Stamps.com ,19990625,-68.584,1735,512.525,637.86
E-Loan ,19990628,-96.985,1736,718.47,1898.81
ShowCase Corp,19990629,-10.549,1737,123.892,118.799
nFront ,19990629,210.65,1738,190.226,256.806
Digital Island ,19990629,-71.54,1739,455.144,816.53
Network Plus Corp,19990629,-98.905,1740,1143.46,1492.21
I D Systems ,19990630,-47.7,1741,50.7833,53.9754
Primus Knowledge Solutions ,19990701,-96.584,1742,199.019,317.707
Ask Jeeves ,19990701,-98.46,1743,456.787,2118.84
Clarent Corp,19990701,-78.941,1744,528.69,898.77
Commerce One ,19990701,-94.885,1745,631.856,1835.39
Interliant ,19990707,-99.64,1746,565.681,950.91
Musicmaker.com ,19990707,-98.23,1747,567.921,971.15
Liquid Audio ,19990709,-93.409,1748,362.142,882.66
CommTouch Software ,19990713,-99.625,1749,262.814,361.369
China.com Corp,19990713,-87.84,1750,483.908,1623.75
Ravisent Technologies ,19990715,-92.13,1751,249.047,365.892
Efficient Networks ,19990715,-54.279,1752,726.917,2477.82
Audible ,19990716,-97.667,1753,301.536,703.584
Talk City ,19990719,-99.07,1754,388.75,443.499
Convergent Communications ,19990719,-99.64,1755,492.852,706.42
Be ,19990720,-98.26,1756,270.506,363.379
Art Technology Group ,19990720,-88.68,1757,491.357,739.49
Gadzoox Networks ,19990720,-99.759,1758,691.878,2464.73
Hoover's ,19990721,-77.43,1759,214.295,336.75
Scientific Learning,19990721,-92.64,1760,221.732,248.618
MP3.COM ,19990721,-92.071,1761,2500.26,5653.44
Tanning Technology Corp,19990722,-94.05,1762,399.246,490.807
Insweb Corp,19990722,-98.447,1763,763.7,1417.79
JFAX Com ,19990723,-55.526,1764,417.76,417.76
Chemdex Corp,19990726,-99.075,1765,639.12,1086.5
Quokka Sports ,19990727,-99.928,1766,701.988,665.72
Liberate Technologies,19990727,-80.13,1767,880.777,1121.89
Packeteer ,19990728,-87.119,1768,525.695,1042.63
Drugstore.com ,19990728,-94.766,1769,1021.41,2851.44
Focal Communications Corp,19990728,-99.761,1770,1024.7,1537.04
Perficient ,19990729,-90.93,1771,37.52,43.9922
Continuus Software Corp,19990729,-57.422,1772,128.162,126.24
N2H2 ,19990729,-97.907,1773,358.817,353.63
Accrue Software ,19990730,-98.687,1774,262.774,320.322
Watchguard Technologies ,19990730,-58.845,1775,321.347,299.841
SplitRock Services ,19990802,352.288,1776,746.125,671.51
1-800-Flowers.com ,19990802,-67.569,1777,1734.01,1501.99
Quotesmith.com ,19990803,-91.33,1778,272.911,240.41
Mission Critical Software ,19990804,35.162,1779,282.343,448.926
Homestore.com ,19990804,-96.508,1780,1796.62,2043.65
Cobalt Group ,19990805,-58.14,1781,247.249,186.785
Internet Gold-Golden Lines Ltd,19990805,-91.87,1782,296.387,294.855
Tumbleweed Communications Corp,19990805,-90.477,1783,340.944,342.734
Interactive Pictures Corp,19990805,71.053,1784,408.207,430.89
Internet Capital Group,19990805,-98.199,1785,1999.42,4072.15
Datalink Corp,19990806,-58.894,1786,86.7014,88.898
US Interactive ,19990809,-94.77,1787,248.691,264.358
Braun Consulting ,19990810,-80.602,1788,183.201,184.771
Hotjobs Com LTD,19990810,33.652,1789,292.099,278.589
Mortgage.com ,19990811,-99.13,1790,444.912,398.2
InterWorld Corp,19990811,-99.437,1791,541.916,641.27
Red Hat ,19990811,-81.023,1792,1253.82,4662.62
Active Software ,19990812,269.074,1793,342.72,436.189
NetScout Systems ,19990812,-73.31,1794,377.182,471.477
Quest Software ,19990813,-61.915,1795,715.225,2401.11
SilverStream Software ,19990817,-71.492,1796,365.981,720.52
Netro Corporation,19990818,-85.89,1797,470.758,1382.85
Wink Communications ,19990818,-91.71,1798,622.317,1388.16
HeadHunter.NET ,19990819,-9.399,1799,143.983,146.719
MyPoints.com ,19990819,-75.972,1800,254.193,349.515
Agile Software Corp,19990819,-64.08,1801,557.144,1058.04
LookSmart Ltd,19990819,-91.26,1802,1351.67,1949.78
Lionbridge Technologies,19990820,-86.218,1803,197.235,249.107
Bamboo.com ,19990825,-99.18,1804,191.202,479.644
ImageX com ,19990826,-98.35,1805,151.271,301.246
Purchasepro.com ,19990913,-99.817,1806,289.601,630.606
Garden.com ,19990915,-99.02,1807,272.106,432.195
Luminant  Worldwide Corp,19990916,-99.55,1808,576.516,844.92
Vitria Technology ,19990916,-92.699,1809,648.903,1956.85
E.piphany ,19990921,-87.88,1810,553.881,1564.37
Kana Communications ,19990921,-99.51,1811,559.805,1922
Interactive Intelligence ,19990922,-88.74,1812,232.905,431.054
Cybergold ,19990922,-48.07,1813,233.59,311.454
Yesmail.com ,19990922,153.524,1814,299.576,355.678
Broadbase Software ,19990922,-85.541,1815,325.242,633.061
Webstakes.com ,19990923,-96.53,1816,267.161,219.454
Bluestone Software ,19990923,-9.533,1817,347.228,434.034
eGain Communications,19990923,-99.3,1818,447.281,857.29
Ashford.Com ,19990923,-98.077,1819,642.171,642.17
Alteon Websystems ,19990923,62.609,1820,974.3,3842.86
NetZero ,19990923,-92.943,1821,2205.34,4015.1
Interspeed ,19990924,-96.25,1822,167.409,255.438
Keynote Systems ,19990924,-77.07,1823,427.522,832.14
FreeShop.com ,19990927,-95,1824,240.476,271.738
AirGate PCS ,19990927,-97.8,1825,249.487,393.455
Medscape ,19990927,-76.97,1826,468.4,808.57
ITXC Corp,19990927,-91.35,1827,560.227,1318.87
Foundry Networks ,19990927,-92.337,1828,1863.81,11648.79
NetSolve ,19990928,-62.53,1829,233.585,341.393
Telemate Net Software ,19990929,-87.947,1830,134.584,136.411
Radware Ltd,19990929,-74.42,1831,237.592,362.987
ShopNow.com ,19990929,-99.827,1832,538.76,569.74
InterNAP Network Services,19990929,-99.245,1833,1688.43,4472.98
Digital Insight Corp,19990930,-51.145,1834,284.274,608.916
Daleen Technologies ,19991001,-98.992,1835,295.486,391.027
Golden Telecom ,19991001,10.588,1836,327.292,289.926
Vixel Corp,19991001,-96.978,1837,536.163,1241.81
Breakaway Solutions ,19991005,-98.603,1838,316.406,954.869
Silicon Image ,19991005,-77.706,1839,404.203,901.04
"SmartDisk(Toshiba,Fischer)",19991006,-99.46,1840,270.428,536.904
DSL.net ,19991006,-96.25,1841,576.197,655.33
Calico Commerce ,19991006,-99.698,1842,618.386,2473.54
PlanetRx.com ,19991006,-99.85,1843,1089.84,1770.99
TriZetto Group ,19991007,-45.09,1844,237.075,237.075
Interwoven ,19991007,-85.11,1845,496.422,1197.25
Illuminet Holdings ,19991007,40.638,1846,745.189,1117.78
Jupiter Communications ,19991008,-52.82,1847,403.162,681.535
E-Stamp Corp,19991008,-99.821,1848,868.875,1143.85
Netcentives ,19991013,-99.364,1849,511.231,535.09
Jacada Ltd,19991014,-88.991,1850,119.717,120.37
NetRadio Corp,19991014,-99.333,1851,144.865,131.695
ReSourcePhoenix com,19991014,-99.153,1852,150.08,138.449
QuickLogic Corp,19991014,-92.27,1853,236.416,357.698
Igo Corp,19991014,-98.151,1854,310.746,364.091
Women.com Networks,19991014,-97.841,1855,598.766,1107.72
Cysive ,19991015,-88.397,1856,253.473,562.859
PC-Tel ,19991018,-74.32,1857,355.414,491.31
Crossroads Systems ,19991019,-99.392,1858,618.268,2703.89
Zapme Corp,19991019,-98.177,1859,626.096,540.72
BSquare Corp,19991019,-95.15,1860,647.16,1105.78
Aether Systems ,19991020,-94.72,1861,558.876,1692
MCK Communications ,19991022,-95.25,1862,382.94,478.675
Sycamore Networks ,19991022,-95.778,1863,3973.34,19317.74
Viador ,19991026,-98.74,1864,191.223,236.48
ECtel ,19991026,-32.08,1865,193.965,193.965
JNI Corp,19991026,-94.26,1866,554.595,1225.95
InterTrust Technologies Corp,19991026,-88.8,1867,910.55,2750.89
Predictive Systems ,19991027,-99.303,1868,543.713,1083.8
Data Return Corp,19991027,-89.154,1869,600.311,756.16
Triton PCS Holdings ,19991027,-92.326,1870,1442.04,2964.19
Gaiam ,19991028,56.18,1871,70.5606,90.035
Allied Riser Communications Co,19991028,-99.037,1872,1494.84,1499.82
Cavion Technologies ,19991029,-79.17,1873,40.1183,37.0322
Akamai Technologies ,19991029,-99.408,1874,3185.84,17790.46
Be Free ,19991103,-87.172,1875,421.585,1018.83
Tickets.com,19991103,-99.359,1876,955.15,1470.93
Collectors Universe ,19991104,-88.751,1877,196.377,196.377
Wireless Facilities ,19991104,-92.396,1878,784.463,3242.45
Cobalt Networks ,19991104,-65.306,1879,804.745,4686.91
WebVan Group ,19991104,-99.757,1880,6469.08,10730.05
KPNQwest,19991108,-99.167,1881,12381.12,17735.76
Data Critical Corp,19991109,-64.988,1882,131.776,140.077
Netzee ,19991109,-99.679,1883,363.869,384.92
ASD Systems ,19991110,-97.62,1884,190.28,211.211
SonicWALL ,19991110,-76.11,1885,444.143,826.74
ibasis ,19991110,-98.882,1886,654.735,1647.07
Sage ,19991111,5.195,1887,157.68,285.796
Finisar ,19991111,-97.418,1888,1277,5839.24
Immersion Corp,19991112,-94.09,1889,248.307,385.497
Netcreations ,19991112,-65.313,1890,261.3,402
Rudolph Technologies ,19991112,-30.245,1891,299.067,428.787
Virata Corp,19991116,-5.699,1892,365.295,693.02
Quintus Corp,19991116,-94.602,1893,775.217,2368.72
iManage ,19991117,-87.817,1894,316.144,707.874
Web Street ,19991117,-90.465,1895,371.109,417.67
MetaSolv Software ,19991117,-96.617,1896,847.258,2452.59
Intelli-Check ,19991118,-52.714,1897,63.0236,87.225
CacheFlow ,19991118,-99.399,1898,1050.7,5532.81
Exactis.com ,19991119,-64.06,1899,226.452,388.203
Mediaplex ,19991119,-97.21,1900,493.929,1193.66
SciQuest.com ,19991119,-98.267,1901,528.839,991.57
Digital Impact ,19991122,-96.92,1902,473.335,1751.34
Getthere.Com ,19991122,-28.699,1903,672.037,1029.06
TeleCorp PCS ,19991122,-73.005,1904,2278.64,3759.76
PNV ,19991123,-98.983,1905,358.147,326.55
SmarterKids com ,19991123,-95.214,1906,363.287,363.29
Official Payments Corp,19991123,-86.667,1907,412.311,618.47
Knot ,19991201,-97.3,1908,188.913,283.37
Metalink LTD,19991201,-88.747,1909,257.463,510.849
Digimarc Corp,19991202,-72.221,1910,321.144,909.24
Harris Interactive ,19991206,-86.1,1911,586.194,839.93
E-Cruiter.com ,19991207,-79.21,1912,59.3432,84.663
Healthcentral.com ,19991207,-99.949,1913,290.688,261.09
AirNet Communications Corp,19991207,-98.356,1914,416.922,1222.83
NetRatings ,19991208,-75.893,1915,338.784,557.997
Andover.net ,19991208,-74.951,1916,361.8,1273.84
Fogdog Sports ,19991208,-95.946,1917,525.702,627.5
AGENCY.COM Ltd,19991208,-95.605,1918,1175.78,3436.9
MedicaLogic ,19991209,-98.766,1919,715.702,926.2
VA Linux Systems ,19991209,-99.511,1920,1596.02,12728.26
Plastic Surgery Co,19991210,-97.5,1921,47.704,46.9884
MotherNature.com ,19991210,-91.515,1922,262.589,208.253
Ebenx ,19991210,-89.549,1923,406.931,913.15
El Sitio International Corp,19991210,-99.25,1924,827.027,1721.87
Freemarkets ,19991210,-97.382,1925,2183.99,12739.92
eCollege.com,19991214,-76.37,1926,216.619,280.62
Healthextras ,19991214,-57.667,1927,406.824,332.86
GRIC Communications ,19991215,-85.238,1928,332.483,498.725
Caliper Technologies Corp,19991215,-91.873,1929,435.339,1067.94
Infonet Services Corp,19991215,-91.586,1930,13211.73,16791.48
Truetime ,19991216,-75.41,1931,36.85,57.1175
Egreetings Network ,19991216,-92.284,1932,428.344,452.33
C-bridge Internet Solutions,19991217,-98.627,1933,370.976,928.83
Ondisplay ,19991217,3.409,1934,720.271,1980.75
Neoforma.com ,20000124,-98.279,1935,980.49,3950.63
HealthGate Data Corp,20000125,-99.38,1936,248.27,265.197
T/R Systems ,20000126,-96.486,1937,153.116,236.411
Extensity ,20000126,-97.58,1938,595.08,2119.97
Aspect Medical Systems ,20000127,-87.099,1939,310.42,584.625
724 Solutions ,20000127,-99.445,1940,1326.09,3662.55
L90 ,20000128,-97.963,1941,428.536,673.09
interWAVE Communications,20000128,-99.539,1942,752.754,2135.51
SkillSoft Corp,20000201,-38.94,1943,229.91,295.598
Telaxis Communications Corp,20000201,-99.621,1944,340.14,950.392
Quantum Effect Devices ,20000201,61.947,1945,541.063,1910.63
Turnstone Systems ,20000201,-94.495,1946,1110.83,3715.52
IMPSAT Fiber Networks ,20000201,-99.586,1947,1588.58,2709.93
Centra Software ,20000202,-96.429,1948,424.778,1008.85
Therma-Wave ,20000203,-98.16,1949,561.515,1038.8
Alamosa PCS Holdings ,20000203,-98.12,1950,1325.51,2198.01
Avanex Corp,20000203,-99.435,1951,2937.61,14035.26
WorldQuest Networks ,20000204,-92.31,1952,100.891,212.957
eOn Communications Corp,20000204,-98.47,1953,185.806,356.128
Emerge Interactive ,20000204,-99.196,1954,630.961,1987.53
FirePond ,20000204,-99.701,1955,940.28,4284.69
